Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
"somnara-still-king-hybrid-mattress-11","Somnara Still King Hybrid Mattress","<p>The Still hybrid mattress is built for plush support in King. Pocketed coils with a memory-foam comfort stack, finished in moss tencel.</p><ul><li>Material: Hybrid</li><li>Size: King</li><li>Plush · 13"" profile</li><li>Finish: Moss Tencel</li></ul>","Somnara","Mattresses","mattresses, hybrid, king, plush","TRUE","Size","King","SN-0011","24970","shopify","25","deny","manual","1600.00","1792.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-still-king-hybrid-mattress-11.webp","Somnara Still King Hybrid Mattress","active"
"somnara-ivory-cal-king-memory-foam-mattress-12","Somnara Ivory Cal King Memory Foam Mattress","<p>The Ivory memory foam mattress is built for medium-plush support in Cal King. High-density foam with a cooling quilt, finished in sand organic cotton.</p><ul><li>Material: Memory Foam</li><li>Size: Cal King</li><li>Medium-plush · 13"" profile</li><li>Finish: Sand Organic Cotton</li></ul>","Somnara","Mattresses","mattresses, memory-foam, cal-king, medium-plush","TRUE","Size","Cal King","SN-0012","25424","shopify","25","deny","manual","1700.00","1904.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-ivory-cal-king-memory-foam-mattress-12.webp","Somnara Ivory Cal King Memory Foam Mattress","active"
"somnara-noll-twin-natural-latex-mattress-13","Somnara Noll Twin Natural Latex Mattress","<p>The Noll natural latex mattress is built for medium support in Twin. Talalay latex over a zoned support core, finished in oat linen.</p><ul><li>Material: Natural Latex</li><li>Size: Twin</li><li>Medium · 13"" profile</li><li>Finish: Oat Linen</li></ul>","Somnara","Mattresses","mattresses, natural-latex, twin, medium","TRUE","Size","Twin","SN-0013","25878","shopify","25","deny","manual","970.00","1086.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-noll-twin-natural-latex-mattress-13.webp","Somnara Noll Twin Natural Latex Mattress","active"
"somnara-pall-twin-xl-innerspring-mattress-14","Somnara Pall Twin XL Innerspring Mattress","<p>The Pall innerspring mattress is built for medium-firm support in Twin XL. Offset coils with a cotton-wool pillow top, finished in cloud percale.</p><ul><li>Material: Innerspring</li><li>Size: Twin XL</li><li>Medium-firm · 13"" profile</li><li>Finish: Cloud Percale</li></ul>","Somnara","Mattresses","mattresses, innerspring, twin-xl, medium-firm","TRUE","Size","Twin XL","SN-0014","26332","shopify","25","deny","manual","1020.00","1142.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-pall-twin-xl-innerspring-mattress-14.webp","Somnara Pall Twin XL Innerspring Mattress","active"
"somnara-hearth-full-euro-top-hybrid-mattress-15","Somnara Hearth Full Euro-Top Hybrid Mattress","<p>The Hearth euro-top hybrid mattress is built for firm support in Full. Euro-top hybrid with edge-to-edge coils, finished in graphite knit.</p><ul><li>Material: Euro-Top Hybrid</li><li>Size: Full</li><li>Firm · 13"" profile</li><li>Finish: Graphite Knit</li></ul>","Somnara","Mattresses","mattresses, euro-top-hybrid, full, firm","TRUE","Size","Full","SN-0015","26786","shopify","25","deny","manual","690.00","773.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-hearth-full-euro-top-hybrid-mattress-15.webp","Somnara Hearth Full Euro-Top Hybrid Mattress","active"
"somnara-cloud-queen-hybrid-mattress-16","Somnara Cloud Queen Hybrid Mattress","<p>The Cloud hybrid mattress is built for plush support in Queen. Pocketed coils with a memory-foam comfort stack, finished in ivory sateen.</p><ul><li>Material: Hybrid</li><li>Size: Queen</li><li>Plush · 13"" profile</li><li>Finish: Ivory Sateen</li></ul>","Somnara","Mattresses","mattresses, hybrid, queen, plush","TRUE","Size","Queen","SN-0016","27240","shopify","25","deny","manual","1070.00","1198.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-cloud-queen-hybrid-mattress-16.webp","Somnara Cloud Queen Hybrid Mattress","active"
"somnara-dusk-king-memory-foam-mattress-17","Somnara Dusk King Memory Foam Mattress","<p>The Dusk memory foam mattress is built for medium-plush support in King. High-density foam with a cooling quilt, finished in moss tencel.</p><ul><li>Material: Memory Foam</li><li>Size: King</li><li>Medium-plush · 13"" profile</li><li>Finish: Moss Tencel</li></ul>","Somnara","Mattresses","mattresses, memory-foam, king, medium-plush","TRUE","Size","King","SN-0017","27694","shopify","0","deny","manual","1500.00","1680.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-dusk-king-memory-foam-mattress-17.webp","Somnara Dusk King Memory Foam Mattress","active"
"somnara-harbor-cal-king-natural-latex-mattress-18","Somnara Harbor Cal King Natural Latex Mattress","<p>The Harbor natural latex mattress is built for medium support in Cal King. Talalay latex over a zoned support core, finished in sand organic cotton.</p><ul><li>Material: Natural Latex</li><li>Size: Cal King</li><li>Medium · 13"" profile</li><li>Finish: Sand Organic Cotton</li></ul>","Somnara","Mattresses","mattresses, natural-latex, cal-king, medium","TRUE","Size","Cal King","SN-0018","28148","shopify","25","deny","manual","1600.00","1792.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-harbor-cal-king-natural-latex-mattress-18.webp","Somnara Harbor Cal King Natural Latex Mattress","active"
"somnara-loom-twin-innerspring-mattress-19","Somnara Loom Twin Innerspring Mattress","<p>The Loom innerspring mattress is built for medium-firm support in Twin. Offset coils with a cotton-wool pillow top, finished in oat linen.</p><ul><li>Material: Innerspring</li><li>Size: Twin</li><li>Medium-firm · 13"" profile</li><li>Finish: Oat Linen</li></ul>","Somnara","Mattresses","mattresses, innerspring, twin, medium-firm","TRUE","Size","Twin","SN-0019","28602","shopify","25","deny","manual","910.00","1019.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-loom-twin-innerspring-mattress-19.webp","Somnara Loom Twin Innerspring Mattress","active"
"somnara-vale-twin-xl-euro-top-hybrid-mattress-20","Somnara Vale Twin XL Euro-Top Hybrid Mattress","<p>The Vale euro-top hybrid mattress is built for firm support in Twin XL. Euro-top hybrid with edge-to-edge coils, finished in cloud percale.</p><ul><li>Material: Euro-Top Hybrid</li><li>Size: Twin XL</li><li>Firm · 13"" profile</li><li>Finish: Cloud Percale</li></ul>","Somnara","Mattresses","mattresses, euro-top-hybrid, twin-xl, firm","TRUE","Size","Twin XL","SN-0020","29056","shopify","25","deny","manual","970.00","1086.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-vale-twin-xl-euro-top-hybrid-mattress-20.webp","Somnara Vale Twin XL Euro-Top Hybrid Mattress","active"
"somnara-nest-full-hybrid-mattress-21","Somnara Nest Full Hybrid Mattress","<p>The Nest hybrid mattress is built for plush support in Full. Pocketed coils with a memory-foam comfort stack, finished in graphite knit.</p><ul><li>Material: Hybrid</li><li>Size: Full</li><li>Plush · 13"" profile</li><li>Finish: Graphite Knit</li></ul>","Somnara","Mattresses","mattresses, hybrid, full, plush","TRUE","Size","Full","SN-0021","29510","shopify","25","deny","manual","1020.00","1142.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-nest-full-hybrid-mattress-21.webp","Somnara Nest Full Hybrid Mattress","active"
"somnara-hollow-queen-memory-foam-mattress-22","Somnara Hollow Queen Memory Foam Mattress","<p>The Hollow memory foam mattress is built for medium-plush support in Queen. High-density foam with a cooling quilt, finished in ivory sateen.</p><ul><li>Material: Memory Foam</li><li>Size: Queen</li><li>Medium-plush · 13"" profile</li><li>Finish: Ivory Sateen</li></ul>","Somnara","Mattresses","mattresses, memory-foam, queen, medium-plush","TRUE","Size","Queen","SN-0022","29964","shopify","25","deny","manual","990.00","1109.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-hollow-queen-memory-foam-mattress-22.webp","Somnara Hollow Queen Memory Foam Mattress","active"
"somnara-sable-king-natural-latex-mattress-23","Somnara Sable King Natural Latex Mattress","<p>The Sable natural latex mattress is built for medium support in King. Talalay latex over a zoned support core, finished in moss tencel.</p><ul><li>Material: Natural Latex</li><li>Size: King</li><li>Medium · 13"" profile</li><li>Finish: Moss Tencel</li></ul>","Somnara","Mattresses","mattresses, natural-latex, king, medium","TRUE","Size","King","SN-0023","30418","shopify","25","deny","manual","1390.00","1557.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-sable-king-natural-latex-mattress-23.webp","Somnara Sable King Natural Latex Mattress","active"
"somnara-drift-cal-king-innerspring-mattress-24","Somnara Drift Cal King Innerspring Mattress","<p>The Drift innerspring mattress is built for medium-firm support in Cal King. Offset coils with a cotton-wool pillow top, finished in sand organic cotton.</p><ul><li>Material: Innerspring</li><li>Size: Cal King</li><li>Medium-firm · 13"" profile</li><li>Finish: Sand Organic Cotton</li></ul>","Somnara","Mattresses","mattresses, innerspring, cal-king, medium-firm","TRUE","Size","Cal King","SN-0024","30872","shopify","25","deny","manual","1500.00","1680.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-drift-cal-king-innerspring-mattress-24.webp","Somnara Drift Cal King Innerspring Mattress","active"
"somnara-vale-standard-down-alternative-pillow-25","Somnara Vale Standard Down Alternative Pillow","<p>The Vale pillow uses hypoallergenic microfiber in a standard shell for side and back sleepers.</p><ul><li>Material: Down Alternative</li><li>Size: Standard</li><li>Side-sleeper loft</li><li>Finish: Graphite Knit</li></ul>","Somnara","Pillows","pillows, down-alternative, standard","TRUE","Size","Standard","SN-0025","908","shopify","25","deny","manual","50.00","56.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-vale-standard-down-alternative-pillow-25.webp","Somnara Vale Standard Down Alternative Pillow","active"
"somnara-nest-queen-hungarian-down-pillow-26","Somnara Nest Queen Hungarian Down Pillow","<p>The Nest pillow uses 600-fill white down in a queen shell for side and back sleepers.</p><ul><li>Material: Hungarian Down</li><li>Size: Queen</li><li>Back-sleeper loft</li><li>Finish: Ivory Sateen</li></ul>","Somnara","Pillows","pillows, hungarian-down, queen","TRUE","Size","Queen","SN-0026","1362","shopify","25","deny","manual","50.00","56.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-nest-queen-hungarian-down-pillow-26.webp","Somnara Nest Queen Hungarian Down Pillow","active"
"somnara-hollow-king-shredded-latex-pillow-27","Somnara Hollow King Shredded Latex Pillow","<p>The Hollow pillow uses adjustable latex fill in a king shell for side and back sleepers.</p><ul><li>Material: Shredded Latex</li><li>Size: King</li><li>Side-sleeper loft</li><li>Finish: Moss Tencel</li></ul>","Somnara","Pillows","pillows, shredded-latex, king","TRUE","Size","King","SN-0027","1816","shopify","25","deny","manual","60.00","67.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-hollow-king-shredded-latex-pillow-27.webp","Somnara Hollow King Shredded Latex Pillow","active"
"somnara-sable-euro-memory-foam-pillow-28","Somnara Sable Euro Memory Foam Pillow","<p>The Sable pillow uses contoured foam core in a euro shell for side and back sleepers.</p><ul><li>Material: Memory Foam</li><li>Size: Euro</li><li>Back-sleeper loft</li><li>Finish: Sand Organic Cotton</li></ul>","Somnara","Pillows","pillows, memory-foam, euro","TRUE","Size","Euro","SN-0028","908","shopify","25","deny","manual","60.00","67.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-sable-euro-memory-foam-pillow-28.webp","Somnara Sable Euro Memory Foam Pillow","active"
"somnara-drift-body-buckwheat-pillow-29","Somnara Drift Body Buckwheat Pillow","<p>The Drift pillow uses ventilated hull fill in a body shell for side and back sleepers.</p><ul><li>Material: Buckwheat</li><li>Size: Body</li><li>Side-sleeper loft</li><li>Finish: Oat Linen</li></ul>","Somnara","Pillows","pillows, buckwheat, body","TRUE","Size","Body","SN-0029","2724","shopify","25","deny","manual","120.00","134.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-drift-body-buckwheat-pillow-29.webp","Somnara Drift Body Buckwheat Pillow","active"
"somnara-quill-standard-cooling-gel-pillow-30","Somnara Quill Standard Cooling Gel Pillow","<p>The Quill pillow uses gel-infused foam in a standard shell for side and back sleepers.</p><ul><li>Material: Cooling Gel</li><li>Size: Standard</li><li>Back-sleeper loft</li><li>Finish: Cloud Percale</li></ul>","Somnara","Pillows","pillows, cooling-gel, standard","TRUE","Size","Standard","SN-0030","1816","shopify","25","deny","manual","70.00","78.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-quill-standard-cooling-gel-pillow-30.webp","Somnara Quill Standard Cooling Gel Pillow","active"
"somnara-marrow-queen-down-alternative-pillow-31","Somnara Marrow Queen Down Alternative Pillow","<p>The Marrow pillow uses hypoallergenic microfiber in a queen shell for side and back sleepers.</p><ul><li>Material: Down Alternative</li><li>Size: Queen</li><li>Side-sleeper loft</li><li>Finish: Graphite Knit</li></ul>","Somnara","Pillows","pillows, down-alternative, queen","TRUE","Size","Queen","SN-0031","908","shopify","25","deny","manual","70.00","78.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-marrow-queen-down-alternative-pillow-31.webp","Somnara Marrow Queen Down Alternative Pillow","active"
"somnara-still-king-hungarian-down-pillow-32","Somnara Still King Hungarian Down Pillow","<p>The Still pillow uses 600-fill white down in a king shell for side and back sleepers.</p><ul><li>Material: Hungarian Down</li><li>Size: King</li><li>Back-sleeper loft</li><li>Finish: Ivory Sateen</li></ul>","Somnara","Pillows","pillows, hungarian-down, king","TRUE","Size","King","SN-0032","1362","shopify","25","deny","manual","50.00","56.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-still-king-hungarian-down-pillow-32.webp","Somnara Still King Hungarian Down Pillow","active"
"somnara-ivory-euro-shredded-latex-pillow-33","Somnara Ivory Euro Shredded Latex Pillow","<p>The Ivory pillow uses adjustable latex fill in a euro shell for side and back sleepers.</p><ul><li>Material: Shredded Latex</li><li>Size: Euro</li><li>Side-sleeper loft</li><li>Finish: Moss Tencel</li></ul>","Somnara","Pillows","pillows, shredded-latex, euro","TRUE","Size","Euro","SN-0033","1816","shopify","25","deny","manual","50.00","56.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-ivory-euro-shredded-latex-pillow-33.webp","Somnara Ivory Euro Shredded Latex Pillow","active"
"somnara-noll-body-memory-foam-pillow-34","Somnara Noll Body Memory Foam Pillow","<p>The Noll pillow uses contoured foam core in a body shell for side and back sleepers.</p><ul><li>Material: Memory Foam</li><li>Size: Body</li><li>Back-sleeper loft</li><li>Finish: Sand Organic Cotton</li></ul>","Somnara","Pillows","pillows, memory-foam, body","TRUE","Size","Body","SN-0034","2724","shopify","0","deny","manual","100.00","112.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-noll-body-memory-foam-pillow-34.webp","Somnara Noll Body Memory Foam Pillow","active"
"somnara-pall-standard-buckwheat-pillow-35","Somnara Pall Standard Buckwheat Pillow","<p>The Pall pillow uses ventilated hull fill in a standard shell for side and back sleepers.</p><ul><li>Material: Buckwheat</li><li>Size: Standard</li><li>Side-sleeper loft</li><li>Finish: Oat Linen</li></ul>","Somnara","Pillows","pillows, buckwheat, standard","TRUE","Size","Standard","SN-0035","1362","shopify","25","deny","manual","60.00","67.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-pall-standard-buckwheat-pillow-35.webp","Somnara Pall Standard Buckwheat Pillow","active"
"somnara-hearth-queen-cooling-gel-pillow-36","Somnara Hearth Queen Cooling Gel Pillow","<p>The Hearth pillow uses gel-infused foam in a queen shell for side and back sleepers.</p><ul><li>Material: Cooling Gel</li><li>Size: Queen</li><li>Back-sleeper loft</li><li>Finish: Cloud Percale</li></ul>","Somnara","Pillows","pillows, cooling-gel, queen","TRUE","Size","Queen","SN-0036","1816","shopify","25","deny","manual","60.00","67.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-hearth-queen-cooling-gel-pillow-36.webp","Somnara Hearth Queen Cooling Gel Pillow","active"
"somnara-cloud-king-down-alternative-pillow-37","Somnara Cloud King Down Alternative Pillow","<p>The Cloud pillow uses hypoallergenic microfiber in a king shell for side and back sleepers.</p><ul><li>Material: Down Alternative</li><li>Size: King</li><li>Side-sleeper loft</li><li>Finish: Graphite Knit</li></ul>","Somnara","Pillows","pillows, down-alternative, king","TRUE","Size","King","SN-0037","908","shopify","25","deny","manual","70.00","78.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-cloud-king-down-alternative-pillow-37.webp","Somnara Cloud King Down Alternative Pillow","active"
"somnara-dusk-euro-hungarian-down-pillow-38","Somnara Dusk Euro Hungarian Down Pillow","<p>The Dusk pillow uses 600-fill white down in a euro shell for side and back sleepers.</p><ul><li>Material: Hungarian Down</li><li>Size: Euro</li><li>Back-sleeper loft</li><li>Finish: Ivory Sateen</li></ul>","Somnara","Pillows","pillows, hungarian-down, euro","TRUE","Size","Euro","SN-0038","1362","shopify","25","deny","manual","70.00","78.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-dusk-euro-hungarian-down-pillow-38.webp","Somnara Dusk Euro Hungarian Down Pillow","active"
"somnara-harbor-body-shredded-latex-pillow-39","Somnara Harbor Body Shredded Latex Pillow","<p>The Harbor pillow uses adjustable latex fill in a body shell for side and back sleepers.</p><ul><li>Material: Shredded Latex</li><li>Size: Body</li><li>Side-sleeper loft</li><li>Finish: Moss Tencel</li></ul>","Somnara","Pillows","pillows, shredded-latex, body","TRUE","Size","Body","SN-0039","2724","shopify","25","deny","manual","90.00","101.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-harbor-body-shredded-latex-pillow-39.webp","Somnara Harbor Body Shredded Latex Pillow","active"
"somnara-loom-standard-memory-foam-pillow-40","Somnara Loom Standard Memory Foam Pillow","<p>The Loom pillow uses contoured foam core in a standard shell for side and back sleepers.</p><ul><li>Material: Memory Foam</li><li>Size: Standard</li><li>Back-sleeper loft</li><li>Finish: Sand Organic Cotton</li></ul>","Somnara","Pillows","pillows, memory-foam, standard","TRUE","Size","Standard","SN-0040","908","shopify","25","deny","manual","50.00","56.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-loom-standard-memory-foam-pillow-40.webp","Somnara Loom Standard Memory Foam Pillow","active"
"somnara-hollow-twin-box-spring-41","Somnara Hollow Twin Box Spring","<p>A low-profile 5"" wood-and-steel foundation sized for Twin mattresses, with a fabric wrap that matches the Hollow collection.</p><ul><li>Material: Hardwood + steel</li><li>Size: Twin</li><li>Low-profile 5""</li><li>Finish: Oat Linen</li></ul>","Somnara","Box Springs & Foundations","foundations, box-spring, twin","TRUE","Size","Twin","SN-0041","17252","shopify","25","deny","manual","220.00","246.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-hollow-twin-box-spring-41.webp","Somnara Hollow Twin Box Spring","active"
"somnara-sable-twin-xl-box-spring-42","Somnara Sable Twin XL Box Spring","<p>A traditional 9"" wood-and-steel foundation sized for Twin XL mattresses, with a fabric wrap that matches the Sable collection.</p><ul><li>Material: Hardwood + steel</li><li>Size: Twin XL</li><li>Traditional 9""</li><li>Finish: Cloud Percale</li></ul>","Somnara","Box Springs & Foundations","foundations, box-spring, twin-xl","TRUE","Size","Twin XL","SN-0042","17706","shopify","25","deny","manual","240.00","269.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-sable-twin-xl-box-spring-42.webp","Somnara Sable Twin XL Box Spring","active"
"somnara-drift-full-box-spring-43","Somnara Drift Full Box Spring","<p>A low-profile 5"" wood-and-steel foundation sized for Full mattresses, with a fabric wrap that matches the Drift collection.</p><ul><li>Material: Hardwood + steel</li><li>Size: Full</li><li>Low-profile 5""</li><li>Finish: Graphite Knit</li></ul>","Somnara","Box Springs & Foundations","foundations, box-spring, full","TRUE","Size","Full","SN-0043","18160","shopify","25","deny","manual","260.00","291.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/somnara/main/public/products/somnara-drift-full-box-spring-43.webp","Somnara Drift Full Box Spring","active"
